"candidate_id","canonical_name","latitude","longitude","district","categories","source_name","source_record_id","source_url","source_license","duplicate_cluster_id","duplicate_candidate_ids","initial_review_status","final_decision","corrected_name","standardized_categories","second_source_url","verified_by","verified_at","review_notes"
"wikidata-Q2003663-hambantota","Bundala National Park","6.2138889","81.225","Hambantota","biosphere reserve|national park","Wikidata","Q2003663","https://www.wikidata.org/wiki/Q2003663","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q12975379-jaffna","Kayts Island Fort","9.700808","79.852035","Jaffna","fort","Wikidata","Q12975379","https://www.wikidata.org/wiki/Q12975379","CC0 1.0","dup-7b0d8e80917b","osm-node-5627300060-jaffna","duplicate_review","duplicate_source","","","","IT22224866","2026-08-20T14:20:15+05:30","Same itinerary POI as osm-node-5627300060-jaffna; retained as supporting source evidence."
"wikidata-Q7332903-kurunegala","Ridi Viharaya","7.55","80.4833333","Kurunegala","Buddhist temple","Wikidata","Q7332903","https://www.wikidata.org/wiki/Q7332903","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q47520138-monaragala","Kanabiso Pokuna Raja Maha Vihara","6.6549444","81.1483611","Monaragala","Buddhist temple","Wikidata","Q47520138","https://www.wikidata.org/wiki/Q47520138","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q21000644-nuwara-eliya","Pusulpitiya Raja Maha Vihara","7.0554","80.6482","Nuwara Eliya","Buddhist temple","Wikidata","Q21000644","https://www.wikidata.org/wiki/Q21000644","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q27445571-ratnapura","Kukulugala","6.6644444","80.2638889","Ratnapura","mountain","Wikidata","Q27445571","https://www.wikidata.org/wiki/Q27445571","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q48733604-trincomalee","Girihandu Seya","8.8703889","81.0072778","Trincomalee","Buddhist temple","Wikidata","Q48733604","https://www.wikidata.org/wiki/Q48733604","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-10289187718-ampara","Kitulana Tank View","6.8886092","81.7197349","Ampara","tourism=viewpoint","OpenStreetMap","node/10289187718","https://www.openstreetmap.org/node/10289187718","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-10877048230-anuradhapura","Sarananda Pirivena Buddha statue","8.3360224","80.3950396","Anuradhapura","historic=monument","OpenStreetMap","node/10877048230","https://www.openstreetmap.org/node/10877048230","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12526403873-badulla","Secret Viewpoint","6.7881097","81.0039914","Badulla","tourism=viewpoint","OpenStreetMap","node/12526403873","https://www.openstreetmap.org/node/12526403873","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-way-238423280-batticaloa","St. Mary's Cathedral","7.712446","81.696032","Batticaloa","tourism=attraction|historic=yes|amenity=place_of_worship","OpenStreetMap","way/238423280","https://www.openstreetmap.org/way/238423280","ODbL 1.0","","","unreviewed","preliminary_keep","","","","IT22224866","2026-08-20T14:28:00+05:30","Recognizable tourism, heritage, religious, or natural POI. Retain as a candidate pending full source-field verification."
"osm-node-11134292004-colombo","Jayawadanagama Monument","6.8860539","79.9408927","Colombo","historic=monument","OpenStreetMap","node/11134292004","https://www.openstreetmap.org/node/11134292004","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-4087936840-gampaha","Navy War Heros Monument","7.0189474","79.89985","Gampaha","historic=monument","OpenStreetMap","node/4087936840","https://www.openstreetmap.org/node/4087936840","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12310552216-hambantota","Gonagala Ancient Temple","6.33052","81.4492465","Hambantota","historic=ruins","OpenStreetMap","node/12310552216","https://www.openstreetmap.org/node/12310552216","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-1841131303-jaffna","Manal Kadu Beach","9.7727564","80.2764737","Jaffna","tourism=viewpoint","OpenStreetMap","node/1841131303","https://www.openstreetmap.org/node/1841131303","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q6415081-monaragala","Kiri Vehera","6.7","81.55","Monaragala","stupa","Wikidata","Q6415081","https://www.wikidata.org/wiki/Q6415081","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q23584970-nuwara-eliya","Conical Hill","6.9125","80.7758333","Nuwara Eliya","mountain","Wikidata","Q23584970","https://www.wikidata.org/wiki/Q23584970","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q33101684-ratnapura","Aramanapola Raja Maha Vihara","6.6345278","80.5228333","Ratnapura","Buddhist temple","Wikidata","Q33101684","https://www.wikidata.org/wiki/Q33101684","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q7193301-trincomalee","Pigeon Island National Park","8.7166667","81.2","Trincomalee","national park","Wikidata","Q7193301","https://www.wikidata.org/wiki/Q7193301","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q25637751-ampara","Piyangala Forest Hermitage","7.4961111","81.6315556","Ampara","Buddhist temple","Wikidata","Q25637751","https://www.wikidata.org/wiki/Q25637751","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q1961579-anuradhapura","Jetavanaramaya","8.351667","80.403611","Anuradhapura","stupa","Wikidata","Q1961579","https://www.wikidata.org/wiki/Q1961579","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q18708370-badulla","Haldummulla fort","6.76435","80.882657","Badulla","military base","Wikidata","Q18708370","https://www.wikidata.org/wiki/Q18708370","CC0 1.0","","","unreviewed","preliminary_keep","","","","IT22224866","2026-08-20T14:28:00+05:30","Recognizable tourism, heritage, religious, or natural POI. Retain as a candidate pending full source-field verification."
"wikidata-Q20987385-batticaloa","Church of Our Lady of Presentation, Batticaloa","7.720159","81.69526","Batticaloa","church building","Wikidata","Q20987385","https://www.wikidata.org/wiki/Q20987385","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q18164047-colombo","Cathedral of Christ the Living Saviour","6.90382","79.8733","Colombo","cathedral","Wikidata","Q18164047","https://www.wikidata.org/wiki/Q18164047","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q18756153-gampaha","Negombo Fort","7.208333","79.830556","Gampaha","fort","Wikidata","Q18756153","https://www.wikidata.org/wiki/Q18756153","CC0 1.0","dup-aeedab17bd85","osm-way-196057979-gampaha","duplicate_review","duplicate_source","","","","IT22224866","2026-08-20T14:20:15+05:30","Same itinerary POI as osm-way-196057979-gampaha; retained as supporting source evidence."
"wikidata-Q20216036-hambantota","Mulkirigala Raja Maha Vihara","6.12305","80.7364","Hambantota","Buddhist temple","Wikidata","Q20216036","https://www.wikidata.org/wiki/Q20216036","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q15263839-jaffna","Old Park","9.6587222","80.0294722","Jaffna","park","Wikidata","Q15263839","https://www.wikidata.org/wiki/Q15263839","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q23585009-nuwara-eliya","Kudahagala","6.8130556","80.7830556","Nuwara Eliya","mountain","Wikidata","Q23585009","https://www.wikidata.org/wiki/Q23585009","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q38250559-ratnapura","Uggal Aluthnuwara Kataragama Devalaya","6.6841667","80.7468611","Ratnapura","temple","Wikidata","Q38250559","https://www.wikidata.org/wiki/Q38250559","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q840346-trincomalee","Koneswaram Temple","8.5825","81.2455556","Trincomalee","temple","Wikidata","Q840346","https://www.wikidata.org/wiki/Q840346","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-10537478691-ampara","Bambaragasthalawa Naga Pabbatha Monastery","6.6443041","81.7221168","Ampara","historic=archaeological_site","OpenStreetMap","node/10537478691","https://www.openstreetmap.org/node/10537478691","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-11482826691-anuradhapura","Ranmasu Uyana - Star Gate","8.3372563","80.3899496","Anuradhapura","historic=monument","OpenStreetMap","node/11482826691","https://www.openstreetmap.org/node/11482826691","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12578912787-badulla","Black Bridge","6.8226545","80.8334106","Badulla","tourism=attraction","OpenStreetMap","node/12578912787","https://www.openstreetmap.org/node/12578912787","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-way-457180593-batticaloa","M.S.W.Cultural hall","7.6116461","81.7090862","Batticaloa","tourism=museum","OpenStreetMap","way/457180593","https://www.openstreetmap.org/way/457180593","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-13011179161-colombo","Good Market fair trade and organic market","6.9061323","79.8644793","Colombo","tourism=attraction","OpenStreetMap","node/13011179161","https://www.openstreetmap.org/node/13011179161","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-4148240216-gampaha","Buddha Statue","7.0883159","80.0116014","Gampaha","historic=monument","OpenStreetMap","node/4148240216","https://www.openstreetmap.org/node/4148240216","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12310552370-hambantota","Kanabiso Galge Buddhist Monastic Complex","6.5061832","81.6072485","Hambantota","historic=ruins","OpenStreetMap","node/12310552370","https://www.openstreetmap.org/node/12310552370","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-2059494458-jaffna","Thileepan Memorial","9.6736935","80.0273674","Jaffna","historic=monument","OpenStreetMap","node/2059494458","https://www.openstreetmap.org/node/2059494458","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q23585049-nuwara-eliya","One Tree Hill","6.9577778","80.7625","Nuwara Eliya","mountain","Wikidata","Q23585049","https://www.wikidata.org/wiki/Q23585049","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q51878918-ratnapura","Surathali Falls","6.7458333","80.8288889","Ratnapura","waterfall","Wikidata","Q51878918","https://www.wikidata.org/wiki/Q51878918","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q96658222-trincomalee","Lankapatuna Samudragiri Viharaya","8.3572","81.3896","Trincomalee","Buddhist temple","Wikidata","Q96658222","https://www.wikidata.org/wiki/Q96658222","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q25637783-ampara","Udayagiri Raja Maha Vihara","7.3824167","81.6326111","Ampara","Buddhist temple","Wikidata","Q25637783","https://www.wikidata.org/wiki/Q25637783","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q19719626-anuradhapura","Ritigala","8.1086111","80.6561111","Anuradhapura","mountain","Wikidata","Q19719626","https://www.wikidata.org/wiki/Q19719626","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q19718381-badulla","Mahiyangana Raja Maha Vihara","7.3220556","80.9908056","Badulla","Buddhist temple","Wikidata","Q19718381","https://www.wikidata.org/wiki/Q19718381","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q25551289-batticaloa","Kokkadicholai Thaanthonreeswarar Temple","7.6166667","81.7166667","Batticaloa","Hindu temple","Wikidata","Q25551289","https://www.wikidata.org/wiki/Q25551289","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q18708372-colombo","Hanwella fort","6.909695","80.082496","Colombo","military base","Wikidata","Q18708372","https://www.wikidata.org/wiki/Q18708372","CC0 1.0","","","unreviewed","preliminary_keep","","","","IT22224866","2026-08-20T14:28:00+05:30","Recognizable tourism, heritage, religious, or natural POI. Retain as a candidate pending full source-field verification."
"wikidata-Q19707959-gampaha","Asgiriya Raja Maha Vihara, Gampaha","7.111","79.9896389","Gampaha","Buddhist temple|religious building","Wikidata","Q19707959","https://www.wikidata.org/wiki/Q19707959","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20823160-hambantota","Kasagala Raja Maha Vihara","6.1363611","80.8125","Hambantota","Buddhist temple","Wikidata","Q20823160","https://www.wikidata.org/wiki/Q20823160","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q16309175-jaffna","Maviddapuram Kandaswamy Temple","9.8011111","80.0350556","Jaffna","temple","Wikidata","Q16309175","https://www.wikidata.org/wiki/Q16309175","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q27445713-nuwara-eliya","Mahakudagala","7.0430556","80.8444444","Nuwara Eliya","mountain","Wikidata","Q27445713","https://www.wikidata.org/wiki/Q27445713","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q5581213-ratnapura","Gonmollikanda","6.7666667","80.8091667","Ratnapura","mountain","Wikidata","Q5581213","https://www.wikidata.org/wiki/Q5581213","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-10690856522-ampara","Eco Tourism Center Urani","6.9195136","81.8376765","Ampara","tourism=attraction","OpenStreetMap","node/10690856522","https://www.openstreetmap.org/node/10690856522","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12592876801-anuradhapura","Comunity Based Tourism Office","8.0401961","80.750841","Anuradhapura","tourism=attraction","OpenStreetMap","node/12592876801","https://www.openstreetmap.org/node/12592876801","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12629721901-badulla","Beautyful view point over tea plantations","6.7848669","81.0143378","Badulla","tourism=viewpoint","OpenStreetMap","node/12629721901","https://www.openstreetmap.org/node/12629721901","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-way-816573828-batticaloa","Kadakan Kal","7.7247596","81.5849193","Batticaloa","tourism=attraction|natural=rock","OpenStreetMap","way/816573828","https://www.openstreetmap.org/way/816573828","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-13233966301-colombo","Train Viewpoint","6.928196","79.8599153","Colombo","tourism=viewpoint","OpenStreetMap","node/13233966301","https://www.openstreetmap.org/node/13233966301","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-4350574691-gampaha","Water World Lanka","6.9446162","79.9423218","Gampaha","tourism=theme_park","OpenStreetMap","node/4350574691","https://www.openstreetmap.org/node/4350574691","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12310552371-hambantota","Kottadamuhela Archaeological Ruins","6.5157877","81.6034372","Hambantota","historic=ruins","OpenStreetMap","node/12310552371","https://www.openstreetmap.org/node/12310552371","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-3492774176-jaffna","Charty Beach","9.6331561","79.9198682","Jaffna","tourism=viewpoint","OpenStreetMap","node/3492774176","https://www.openstreetmap.org/node/3492774176","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q27447565-nuwara-eliya","Kikilimana","6.985","80.7466667","Nuwara Eliya","mountain","Wikidata","Q27447565","https://www.wikidata.org/wiki/Q27447565","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q60789-ratnapura","Adam's Peak","6.8094444","80.4997222","Ratnapura","mountain","Wikidata","Q60789","https://www.wikidata.org/wiki/Q60789","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q25637912-ampara","Gonagolla Vihara","7.4155278","81.6557222","Ampara","Buddhist temple","Wikidata","Q25637912","https://www.wikidata.org/wiki/Q25637912","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20640029-anuradhapura","Anuradhapura Museum","8.3473","80.3936","Anuradhapura","museum","Wikidata","Q20640029","https://www.wikidata.org/wiki/Q20640029","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20823240-badulla","Badulla Kataragama Devalaya","6.9871944","81.0577778","Badulla","temple","Wikidata","Q20823240","https://www.wikidata.org/wiki/Q20823240","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q63248173-batticaloa","Zion Church, Batticaloa","7.709972","81.695528","Batticaloa","church building","Wikidata","Q63248173","https://www.wikidata.org/wiki/Q63248173","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20098593-colombo","Postal museum, Colombo","6.92803","79.8581","Colombo","museum","Wikidata","Q20098593","https://www.wikidata.org/wiki/Q20098593","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q19716317-gampaha","Pilikuththuwa Raja Maha Vihara","7.0639444","80.0503056","Gampaha","Buddhist temple","Wikidata","Q19716317","https://www.wikidata.org/wiki/Q19716317","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20823221-hambantota","Naigala Raja Maha Vihara","6.148406","80.784767","Hambantota","Buddhist temple","Wikidata","Q20823221","https://www.wikidata.org/wiki/Q20823221","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q16311487-jaffna","Delft Island Fort","9.540736","79.677769","Jaffna","fort","Wikidata","Q16311487","https://www.wikidata.org/wiki/Q16311487","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q37551-nuwara-eliya","Devon Falls","6.9516667","80.6297222","Nuwara Eliya","waterfall","Wikidata","Q37551","https://www.wikidata.org/wiki/Q37551","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-10904565810-ampara","Pankanda Hela Archaeological Ruins","6.8198275","81.8231383","Ampara","historic=ruins","OpenStreetMap","node/10904565810","https://www.openstreetmap.org/node/10904565810","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12985856596-anuradhapura","Galge Viharaya Ruins","8.3025067","79.9795071","Anuradhapura","historic=ruins","OpenStreetMap","node/12985856596","https://www.openstreetmap.org/node/12985856596","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12662215601-badulla","Zipline Start","6.8654438","81.0624401","Badulla","tourism=theme_park","OpenStreetMap","node/12662215601","https://www.openstreetmap.org/node/12662215601","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-1523621150-colombo","Railway Museum","6.9317214","79.858871","Colombo","tourism=museum","OpenStreetMap","node/1523621150","https://www.openstreetmap.org/node/1523621150","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-4350776194-gampaha","Statue of lord buddha","7.0704454","80.093311","Gampaha","historic=monument","OpenStreetMap","node/4350776194","https://www.openstreetmap.org/node/4350776194","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12310552484-hambantota","Mandagala Archaeological Ruins","6.5143997","81.6206614","Hambantota","historic=ruins","OpenStreetMap","node/12310552484","https://www.openstreetmap.org/node/12310552484","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-4053989518-jaffna","Gen. Kobbekaduwa Memorial. Arali","9.6715993","79.925188","Jaffna","tourism=viewpoint","OpenStreetMap","node/4053989518","https://www.openstreetmap.org/node/4053989518","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q375975-nuwara-eliya","Kirigalpoththa","6.7991667","80.7666667","Nuwara Eliya","mountain","Wikidata","Q375975","https://www.wikidata.org/wiki/Q375975","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q28243056-ampara","Neelagiriseya","6.8508333","81.70175","Ampara","Buddhist temple","Wikidata","Q28243056","https://www.wikidata.org/wiki/Q28243056","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20987407-anuradhapura","Folk Museum","8.2057","80.2339","Anuradhapura","museum","Wikidata","Q20987407","https://www.wikidata.org/wiki/Q20987407","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q22666003-badulla","Mawaragala Forest Hermitage","7.3981944","81.0965556","Badulla","Buddhist temple","Wikidata","Q22666003","https://www.wikidata.org/wiki/Q22666003","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q2033487-colombo","National Museum of Colombo","6.91","79.8608333","Colombo","national museum","Wikidata","Q2033487","https://www.wikidata.org/wiki/Q2033487","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q19718656-gampaha","Maligatenna Raja Maha Vihara","7.0668611","80.0644444","Gampaha","Buddhist temple","Wikidata","Q19718656","https://www.wikidata.org/wiki/Q19718656","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-12310552500-hambantota","Modaragala Monastic Ruins","6.3894802","81.4708668","Hambantota","historic=ruins","OpenStreetMap","node/12310552500","https://www.openstreetmap.org/node/12310552500","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q16313757-jaffna","St. Mary's Cathedral","9.65614","80.0228","Jaffna","cathedral","Wikidata","Q16313757","https://www.wikidata.org/wiki/Q16313757","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q37700-nuwara-eliya","Elgin Falls","6.8666667","80.7666667","Nuwara Eliya","waterfall","Wikidata","Q37700","https://www.wikidata.org/wiki/Q37700","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-10904565811-ampara","Shastrawela Monastic Temple","6.8101065","81.8241188","Ampara","historic=ruins","OpenStreetMap","node/10904565811","https://www.openstreetmap.org/node/10904565811","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12985856598-anuradhapura","Thimbiripokuna Palamgala","8.2201232","80.0667948","Anuradhapura","historic=ruins","OpenStreetMap","node/12985856598","https://www.openstreetmap.org/node/12985856598","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12662215701-badulla","Zipline End","6.8675114","81.0587829","Badulla","tourism=theme_park","OpenStreetMap","node/12662215701","https://www.openstreetmap.org/node/12662215701","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-1730307197-colombo","National Puppet Museum","6.8614077","79.8664848","Colombo","tourism=museum","OpenStreetMap","node/1730307197","https://www.openstreetmap.org/node/1730307197","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-5485934622-gampaha","Turtle Farm","7.138189","79.833261","Gampaha","tourism=zoo","OpenStreetMap","node/5485934622","https://www.openstreetmap.org/node/5485934622","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12310552501-hambantota","Padikema Ruins","6.3406243","81.4934776","Hambantota","historic=ruins","OpenStreetMap","node/12310552501","https://www.openstreetmap.org/node/12310552501","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-4354081548-jaffna","Theru Moodi Madam","9.823373","80.2379196","Jaffna","historic=archaeological_site","OpenStreetMap","node/4354081548","https://www.openstreetmap.org/node/4354081548","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q38350-nuwara-eliya","St. Clair's Falls","6.9511778","80.6478778","Nuwara Eliya","waterfall","Wikidata","Q38350","https://www.wikidata.org/wiki/Q38350","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q28379706-ampara","Lahugala Kota Vehera","6.8780833","81.7529444","Ampara","Buddhist temple","Wikidata","Q28379706","https://www.wikidata.org/wiki/Q28379706","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q320543-anuradhapura","Abhayagiri vihāra","8.3709444","80.39525","Anuradhapura","vihara","Wikidata","Q320543","https://www.wikidata.org/wiki/Q320543","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q27919202-badulla","Halpe Pattini Devalaya","6.8900278","81.0414722","Badulla","temple","Wikidata","Q27919202","https://www.wikidata.org/wiki/Q27919202","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20823295-colombo","Sri Lanka Planetarium","6.900762","79.862916","Colombo","museum","Wikidata","Q20823295","https://www.wikidata.org/wiki/Q20823295","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q19735846-gampaha","Warana Raja Maha Vihara","7.10425","80.0746944","Gampaha","Buddhist temple","Wikidata","Q19735846","https://www.wikidata.org/wiki/Q19735846","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-12310552558-hambantota","Seelawakanda Monastic Ruins","6.3093975","81.4301333","Hambantota","historic=ruins","OpenStreetMap","node/12310552558","https://www.openstreetmap.org/node/12310552558","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q1963636-jaffna","Naguleswaram temple","9.6744444","80.0294444","Jaffna","Hindu temple","Wikidata","Q1963636","https://www.wikidata.org/wiki/Q1963636","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q5640438-nuwara-eliya","Hakgala","6.9169444","80.8138889","Nuwara Eliya","mountain","Wikidata","Q5640438","https://www.wikidata.org/wiki/Q5640438","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-11210479158-ampara","Kiripokunahela Monastic Ruins","6.6154371","81.7246752","Ampara","historic=ruins","OpenStreetMap","node/11210479158","https://www.openstreetmap.org/node/11210479158","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12985856599-anuradhapura","Hunuvilagama Ruins","8.3020206","80.144129","Anuradhapura","historic=ruins","OpenStreetMap","node/12985856599","https://www.openstreetmap.org/node/12985856599","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-13076684157-badulla","Thomas Seat","6.7666726","80.9390668","Badulla","tourism=viewpoint","OpenStreetMap","node/13076684157","https://www.openstreetmap.org/node/13076684157","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-2034206138-colombo","Chitrasena Art Gallery","6.8892618","79.8767137","Colombo","tourism=gallery","OpenStreetMap","node/2034206138","https://www.openstreetmap.org/node/2034206138","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-8292429534-gampaha","Dikkande Mansion","7.067806","80.0968967","Gampaha","tourism=attraction","OpenStreetMap","node/8292429534","https://www.openstreetmap.org/node/8292429534","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-12374149862-hambantota","Handunnoruwa Ancient Site","6.3778541","81.5079048","Hambantota","historic=ruins","OpenStreetMap","node/12374149862","https://www.openstreetmap.org/node/12374149862","ODbL 1.0","","","unreviewed","","","","","","",""
"osm-node-4511724347-jaffna","Mayakkai Well","9.8143717","80.2166694","Jaffna","tourism=viewpoint","OpenStreetMap","node/4511724347","https://www.openstreetmap.org/node/4511724347","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q7796948-nuwara-eliya","Totapolakanda","6.8330556","80.8197222","Nuwara Eliya","mountain","Wikidata","Q7796948","https://www.wikidata.org/wiki/Q7796948","CC0 1.0","dup-881e504b4a54","osm-node-4825524195-badulla","duplicate_review","duplicate_source","","","","IT22224866","2026-08-20T14:20:15+05:30","Same itinerary POI as osm-node-4825524195-badulla; retained as supporting source evidence."
"wikidata-Q28379814-ampara","Lahugala Kiri Vehera","6.8699167","81.7197222","Ampara","Buddhist temple","Wikidata","Q28379814","https://www.wikidata.org/wiki/Q28379814","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q3534755-anuradhapura","Ruwanweli Maha Saya","8.35","80.3964","Anuradhapura","Buddhist temple|stupa","Wikidata","Q3534755","https://www.wikidata.org/wiki/Q3534755","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q30850773-badulla","Lindamulla Pattini Devalaya","6.9798889","81.0696389","Badulla","temple","Wikidata","Q30850773","https://www.wikidata.org/wiki/Q30850773","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q20987389-colombo","Currency museum","6.9345278","79.8430556","Colombo","museum","Wikidata","Q20987389","https://www.wikidata.org/wiki/Q20987389","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q22338432-gampaha","Aluthepola Vihara","7.2058778","79.9623861","Gampaha","Buddhist temple","Wikidata","Q22338432","https://www.wikidata.org/wiki/Q22338432","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-12629722001-hambantota","Mawella beach","5.9954466","80.7461264","Hambantota","tourism=viewpoint","OpenStreetMap","node/12629722001","https://www.openstreetmap.org/node/12629722001","ODbL 1.0","","","unreviewed","","","","","","",""
"wikidata-Q21975633-jaffna","Kadurugoda Vihara","9.75","80.0166667","Jaffna","Buddhist temple","Wikidata","Q21975633","https://www.wikidata.org/wiki/Q21975633","CC0 1.0","","","unreviewed","","","","","","",""
"wikidata-Q97262496-nuwara-eliya","Kurundu Oya Waterfall","7.0785278","80.8499444","Nuwara Eliya","waterfall","Wikidata","Q97262496","https://www.wikidata.org/wiki/Q97262496","CC0 1.0","","","unreviewed","","","","","","",""
"osm-node-11210754426-ampara","Crocodile Ponds","6.7591941","81.7851014","Ampara","tourism=attraction","OpenStreetMap","node/11210754426","https://www.openstreetmap.org/node/11210754426","ODbL 1.0","","","unreviewed","","","","","","",""
